Lookup,Hour,Days since last checkin,Check Ins,Contacts Created,Images Uploaded,Notes Written,Checkin_w_images,Checkin_w_Contact,Checkin_w_Note,Checkin_w_I_C,Checkin_w_C_N,Checkin_w_I_N,Checkin_w_All,Property Type,RegionName,PopulationRank,Market,LocRegion,LocProvince,Distance,FundraisingYear,day of week,day of month,Week,Campaign Day Funds,Past 1-3 avg,Past 3-6 avg,Change in past week,Running average,last week change from running,Percentile of Running,Percentile of Past 1-3,Percentile of Past 3-6,Percentile of Past Week Change,target
30272-5-15-2017,14,30,1,2,7,0,1,1,0,1,0,1,0,Standard,West,2,Honolulu,LA,HI,5633.28288,2017,2,15,3,1645,1472.666667,3403.666667,-0.567329351,1210.285714,0.216792572,0.933,0.685,0.974,0.017,0
30272-5-24-2017,15,9,0,3,0,0,0,0,0,0,0,0,0,Standard,West,2,Honolulu,LA,HI,5633.28288,2017,4,24,4,2170,1553.333333,1498,0.03693814,1333.782609,0.164607578,0.922,0.903,0.822,0.763,0
30272-5-19-2018,12,30,1,0,12,0,1,0,0,0,0,1,0,Standard,West,2,Honolulu,LA,HI,5633.28288,2018,7,19,3,1010,1392,2350.666667,-0.407827567,1385.555556,0.004651163,0.93,0.816,0.965,0.061,1
30273-5-1-2017,12,30,1,0,1,2,1,0,1,0,0,1,0,Standard,West,2,Honolulu,LA,HI,617.331219,2017,2,1,1,0,0,0,0,0,0,0,0,0,0,0
30273-5-3-2017,15,2,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Honolulu,LA,HI,617.331219,2017,4,3,1,0,0,0,0,0,0,0,0,0,0,0
30273-5-10-2017,15,7,1,0,3,0,1,0,0,0,0,1,0,Standard,West,2,Honolulu,LA,HI,617.331219,2017,4,10,2,1295,932.3333333,0,0,310.7777778,2,0.501,0.696,0,0,0
30273-5-13-2017,10,3,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Honolulu,LA,HI,617.331219,2017,7,13,2,1493,1003.333333,932.3333333,0.076153021,483.9166667,1.073359738,0.443,0.491,0.696,0.181,0
30273-5-15-2017,14,2,0,3,1,0,0,0,0,0,0,0,0,Standard,West,2,Honolulu,LA,HI,617.331219,2017,2,15,3,380,941.6666667,984.3333333,-0.04334575,546.7142857,0.72241094,0.475,0.367,0.501,0.258,0
30273-5-20-2017,13,5,1,0,14,0,1,0,0,0,0,1,0,Standard,West,2,Honolulu,LA,HI,617.331219,2017,7,20,3,1353,960,495.6666667,0.936785474,614.0526316,0.563383903,0.471,0.622,0.204,0.948,0
30273-5-22-2017,15,2,0,1,0,1,0,0,0,0,0,0,0,Standard,West,2,Honolulu,LA,HI,617.331219,2017,2,22,4,520,1302,829.6666667,0.569304942,687.0952381,0.894933814,0.529,0.702,0.546,0.735,0
30273-5-31-2017,14,9,1,0,0,1,0,0,1,0,0,0,0,Standard,West,2,Honolulu,LA,HI,617.331219,2017,4,31,5,1293,633.6666667,672.8033333,-0.058169549,669.6136667,-0.053683193,0.474,0.63,0.299,0.88,0
30273-5-12-2018,20,30,1,0,10,0,1,0,0,0,0,1,0,Standard,West,2,Honolulu,LA,HI,617.331219,2018,7,12,2,1757.08,1701.666667,819.41,1.076697461,687.5663636,1.474912614,0.686,0.727,0.899,0.133,0
30273-5-13-2018,14,1,1,0,4,0,1,0,0,0,0,1,0,Standard,West,2,Honolulu,LA,HI,617.331219,2018,1,13,2,1049,1616.693333,1490.076667,0.084973256,776.6925,1.081510164,0.725,0.618,0.893,0.072,0
30274-5-2-2017,8,30,0,1,0,0,0,0,0,0,0,0,0,Standard,West,3,San Diego,SD,CA,1596.555304,2017,3,2,1,0,0,0,0,0,0,0,1,1,1,0
30275-5-1-2018,15,30,1,0,6,1,1,0,1,0,0,1,0,Standard,West,3,Orange County,LA,CA,459.7082824,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30275-5-10-2018,15,9,1,0,3,1,1,0,1,0,0,1,0,Standard,West,3,Orange County,LA,CA,459.7082824,2018,5,10,2,1005,1400.666667,0,0,466.8888889,2,0.694,0.866,0,0,0
30275-5-16-2018,14,6,1,0,2,1,1,0,1,0,0,1,0,Standard,West,3,Orange County,LA,CA,459.7082824,2018,4,16,3,442,1243.333333,1857.333333,-0.330581479,900.2666667,0.381072275,0.771,0.741,0.739,0.531,0
30275-5-24-2018,16,8,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Orange County,LA,CA,459.7082824,2018,5,24,4,868,959,1242,-0.227858293,974.6521739,-0.016059241,0.724,0.663,0.607,0.628,0
30276-5-2-2017,8,30,0,1,0,0,0,0,0,0,0,0,0,Standard,West,3,San Diego,SD,CA,2436.149932,2017,3,2,1,0,0,0,0,0,0,0,1,1,1,0
30276-5-1-2018,13,30,1,0,7,1,1,0,1,0,0,1,0,Standard,West,3,San Diego,SD,CA,2436.149932,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30276-5-18-2018,10,17,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,San Diego,SD,CA,2436.149932,2018,6,18,3,874,1190.333333,1647,-0.277271807,917.6470588,0.29715812,0.739,0.754,0.76,0.498,0
30277-5-3-2018,11,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,1,Medford-Klamath Falls,BA,CA,10164.30757,2018,5,3,1,0,0,0,0,0,0,0,0,0,0,0
30278-5-25-2017,13,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Orange County,LA,CA,337.3932364,2017,5,25,4,609,833,907.3333333,-0.081925055,614.1520833,0.356341568,0.421,0.606,0.446,0.763,0
30278-5-1-2018,14,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Orange County,LA,CA,337.3932364,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30278-5-23-2018,14,22,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Orange County,LA,CA,337.3932364,2018,4,23,4,735,1022.886667,922.3333333,0.1090206,698.3063636,0.464810748,0.45,0.606,0.397,0.816,0
30278-5-31-2018,15,8,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Orange County,LA,CA,337.3932364,2018,5,31,5,708,179,525.6666667,-0.659480025,635.7246667,-0.718431564,0.353,0.16,0.11,0.386,0
30280-5-16-2017,10,30,1,1,3,1,1,1,1,1,1,1,1,Standard,West,3,Los Angeles,LA,CA,3216.017668,2017,3,16,3,353,609.0833333,863.5533333,-0.294677804,390.2786667,0.560637015,0.236,0.177,0.374,0.153,0
30280-5-11-2018,14,30,1,0,6,0,1,0,0,0,0,1,0,Standard,West,3,Los Angeles,LA,CA,3216.017668,2018,6,11,2,1361,811,0,0,243.3,2.333333333,0.105,0.231,0,0,0
30281-5-15-2017,13,30,1,3,5,0,1,1,0,1,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,3688.569319,2017,2,15,3,470,1028,1017.333333,0.010484928,572.5635714,0.79543382,0.521,0.446,0.517,0.316,0
30281-5-2-2018,15,30,1,0,6,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,3688.569319,2018,4,2,1,0,0,0,0,0,0,0,0,0,0,0
30281-5-24-2018,12,22,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,3688.569319,2018,5,24,4,815,967.3333333,914.3333333,0.057965731,781.3043478,0.238100538,0.541,0.669,0.336,0.882,0
30282-5-17-2017,10,30,1,0,3,1,1,0,1,0,0,1,0,Standard,West,3,Los Angeles,LA,CA,171.776539,2017,4,17,3,898,960.3333333,872.6666667,0.100458365,495.8125,0.936888105,0.357,0.596,0.302,0.902,0
30282-5-9-2018,12,30,1,0,11,1,1,0,1,0,0,1,0,Standard,West,3,Los Angeles,LA,CA,171.776539,2018,4,9,2,1099,506.6666667,0,0,190,1.666666667,0.269,0.644,0,0,1
30282-5-11-2018,11,2,0,0,1,0,0,0,0,0,0,0,0,Standard,West,3,Los Angeles,LA,CA,171.776539,2018,6,11,2,1289,1182,0,0,354.6,2.333333333,0.303,0.48,0,0,0
30282-5-25-2018,13,14,1,0,5,0,1,0,0,0,0,1,0,Standard,West,3,Los Angeles,LA,CA,171.776539,2018,6,25,4,1259,777,684.3333333,0.135411593,700.7916667,0.108746061,0.445,0.52,0.214,0.889,0
30282-5-26-2018,9,1,1,0,1,0,1,0,0,0,0,1,0,Standard,West,3,Los Angeles,LA,CA,171.776539,2018,7,26,4,906,961,629,0.52782194,723.12,0.328963381,0.46,0.622,0.278,0.885,0
30283-5-9-2017,13,30,1,1,1,0,1,1,0,1,0,1,0,Standard,West,1,Monterey-Salinas,BA,CA,675.8475769,2017,3,9,2,1506,364.6666667,0,0,136.75,1.666666667,0.186,0.527,0,0,1
30283-5-24-2017,11,15,1,0,3,1,1,0,1,0,0,1,0,Standard,West,1,Monterey-Salinas,BA,CA,675.8475769,2017,4,24,4,798,867.6666667,659.3333333,0.315975733,645.3478261,0.344494599,0.476,0.562,0.276,0.909,0
30283-5-11-2018,15,30,1,0,3,0,1,0,0,0,0,1,0,Standard,West,1,Monterey-Salinas,BA,CA,675.8475769,2018,6,11,2,1318,1437.333333,0,0,431.2,2.333333333,0.45,0.611,0,0,0
30283-5-14-2018,14,3,1,0,0,0,0,0,0,0,0,0,0,Standard,West,1,Monterey-Salinas,BA,CA,675.8475769,2018,2,14,2,815,1390,1437.333333,-0.032931354,652.4615385,1.130393775,0.532,0.527,0.611,0.328,0
30284-5-25-2017,13,30,1,1,0,1,0,1,1,0,1,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,1914.15852,2017,5,25,4,703,1053.666667,1025.666667,0.027299318,811.375,0.2986186,0.658,0.777,0.547,0.824,0
30284-5-1-2018,10,30,1,0,2,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,1914.15852,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30284-5-22-2018,10,21,1,0,1,0,1,0,0,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,1914.15852,2018,3,22,4,1056,1087.333333,1104.333333,-0.015393903,775.6666667,0.401804899,0.543,0.555,0.667,0.338,0
30287-5-3-2017,16,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Fresno-Visalia,BA,CA,1920.734817,2017,4,3,1,0,0,0,0,0,0,0,0,0,0,0
30287-5-9-2017,15,6,1,0,2,0,1,0,0,0,0,1,0,Standard,West,2,Fresno-Visalia,BA,CA,1920.734817,2017,3,9,2,1068,895.0833333,0,0,335.65625,1.666666667,0.751,0.938,0,0,1
30287-5-18-2017,13,9,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Fresno-Visalia,BA,CA,1920.734817,2017,5,18,3,834,853,1445.333333,-0.409824723,772.1911765,0.104648727,0.692,0.578,0.669,0.332,1
30287-5-26-2017,16,8,1,0,9,0,1,0,0,0,0,1,0,Standard,West,2,Fresno-Visalia,BA,CA,1920.734817,2017,6,26,4,1278,893.6666667,1311,-0.318332062,881.77,0.013491802,0.702,0.67,0.763,0.382,0
30287-5-2-2018,10,30,1,0,4,0,1,0,0,0,0,1,0,Standard,West,2,Fresno-Visalia,BA,CA,1920.734817,2018,4,2,1,0,0,0,0,0,0,0,0,0,0,0
30287-5-15-2018,8,13,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Fresno-Visalia,BA,CA,1920.734817,2018,3,15,3,1124,1284,1502,-0.145139814,740.8571429,0.733127651,0.631,0.577,0.641,0.379,0
30287-5-16-2018,13,1,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Fresno-Visalia,BA,CA,1920.734817,2018,4,16,3,1436,1169,1560,-0.250641026,766.4,0.525313152,0.651,0.691,0.595,0.691,0
30287-5-26-2018,22,10,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Fresno-Visalia,BA,CA,1920.734817,2018,7,26,4,750,960,1261.666667,-0.239101717,902.32,0.063924107,0.654,0.62,0.756,0.243,0
30290-5-22-2017,15,30,0,1,0,1,0,0,0,0,0,0,0,Standard,West,2,Honolulu,LA,HI,5913.139897,2017,2,22,4,953.5,1504.743333,731.57,1.056868561,906.5642857,0.659830811,0.745,0.82,0.473,0.923,0
30290-5-24-2017,15,2,0,3,2,1,0,0,0,0,0,0,0,Standard,West,2,Honolulu,LA,HI,5913.139897,2017,4,24,4,1180,1042.05,1345.076667,-0.225285795,926.1304348,0.125165485,0.751,0.704,0.765,0.424,0
30290-5-31-2017,14,7,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Honolulu,LA,HI,5913.139897,2017,4,31,5,552.84,380.3333333,1146.456667,-0.668253198,902.0456667,-0.578365766,0.696,0.343,0.646,0.14,0
30290-5-2-2018,15,30,0,0,10,0,0,0,0,0,0,0,0,Standard,West,2,Honolulu,LA,HI,5913.139897,2018,4,2,1,0,0,0,0,0,0,0,0,0,0,0
30291-5-5-2017,13,30,1,0,2,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,2353.732898,2017,6,5,1,0,0,0,0,0,0,0,0,0,0,0
30291-5-1-2018,9,30,1,0,1,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,2353.732898,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30291-5-10-2018,10,9,1,0,2,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,2353.732898,2018,5,10,2,1665,932,0,0,310.6666667,2,0.392,0.592,0,0,1
30292-5-12-2017,12,30,1,0,6,1,1,0,1,0,0,1,0,Standard,West,2,Fresno-Visalia,BA,CA,3110.545622,2017,6,12,2,1624,1595.333333,420.3333333,2.795400476,549.7272727,1.902045091,0.673,0.82,0.619,0.802,1
30292-5-9-2018,12,30,1,0,7,0,1,0,0,0,0,1,0,Standard,West,2,Fresno-Visalia,BA,CA,3110.545622,2018,4,9,2,1303,551.3366667,0,0,206.75125,1.666666667,0.33,0.7,0,0,1
30292-5-27-2018,17,18,1,0,5,0,1,0,0,0,0,1,0,Standard,West,2,Fresno-Visalia,BA,CA,3110.545622,2018,1,27,4,1447,1270.333333,856.3333333,0.483456598,1015.308077,0.251180171,0.717,0.707,0.558,0.703,0
30293-5-17-2017,12,30,1,0,5,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,2865.665488,2017,4,17,3,1318,897,1061.666667,-0.155102041,555.1875,0.615670382,0.455,0.534,0.427,0.732,1
30293-5-1-2018,9,30,1,0,5,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,2865.665488,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30294-5-5-2017,14,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,999.8419294,2017,6,5,1,0,0,0,0,0,0,0,0,0,0,0
30294-5-1-2018,12,30,1,0,1,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,999.8419294,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30294-5-2-2018,17,1,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,999.8419294,2018,4,2,1,0,0,0,0,0,0,0,0,0,0,0
30296-5-26-2017,10,30,1,0,3,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,3018.621393,2017,6,26,4,1135,960.3333333,923.3333333,0.040072202,768.28,0.249978307,0.59,0.719,0.508,0.806,0
30296-5-1-2018,12,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,3018.621393,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30296-5-16-2018,9,15,1,0,1,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,3018.621393,2018,4,16,3,1218,1725.333333,1943.666667,-0.112330647,973.0666667,0.773088517,0.817,0.892,0.763,0.867,0
30297-5-9-2017,13,30,1,3,0,1,0,1,1,0,1,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,1754.389489,2017,3,9,2,1501,653.6666667,0,0,245.125,1.666666667,0.536,0.853,0,0,1
30297-5-1-2018,11,30,1,0,4,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,1754.389489,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30297-5-14-2018,15,13,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,1754.389489,2018,2,14,2,885,1563.666667,3867.666667,-0.595708007,1253.384615,0.247555337,0.938,0.64,0.976,0.013,0
30297-5-15-2018,8,1,0,0,2,0,0,0,0,0,0,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,1754.389489,2018,3,15,3,1149,1234.333333,1729.333333,-0.286237471,1227.071429,0.005918078,0.925,0.54,0.738,0.193,0
30297-5-21-2018,15,6,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,1754.389489,2018,2,21,3,993.25,1530.333333,950.3333333,0.610312171,1231.05,0.243112248,0.869,0.741,0.581,0.72,0
30298-5-17-2017,14,30,1,2,0,1,0,1,1,0,1,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,4245.65124,2017,4,17,3,812.29,965.04,719.3333333,0.341575533,539.148125,0.789934816,0.428,0.603,0.201,0.96,0
30298-5-2-2018,12,30,1,0,10,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,4245.65124,2018,4,2,1,0,0,0,0,0,0,0,0,0,0,0
30298-5-24-2018,11,22,1,0,2,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,4245.65124,2018,5,24,4,1562,947.3333333,1019.723333,-0.070989844,829.7604348,0.141694992,0.601,0.646,0.452,0.808,1
30299-5-1-2017,13,30,0,0,3,0,0,0,0,0,0,0,0,Standard,West,1,Monterey-Salinas,BA,CA,2576.008081,2017,2,1,1,0,0,0,0,0,0,0,0,0,0,0
30299-5-16-2018,12,30,1,0,2,0,1,0,0,0,0,1,0,Standard,West,1,Monterey-Salinas,BA,CA,2576.008081,2018,4,16,3,861,1928.666667,2026,-0.048042119,998.2666667,0.932015494,0.834,0.924,0.795,0.897,0
30301-5-16-2017,11,30,1,0,0,0,0,0,0,0,0,0,0,Wet,West,3,Sacramento,Depot,CA,5335.95,2017,3,16,3,0,0,0,0,0,0,0,0,0,0.51,0
30301-5-19-2017,16,3,1,0,0,0,0,0,0,0,0,0,0,Wet,West,3,Sacramento,Depot,CA,5335.95,2017,6,19,3,0,0,0,0,0,0,0,0,0,0.774,0
30301-5-25-2017,10,6,1,0,0,0,0,0,0,0,0,0,0,Wet,West,3,Sacramento,Depot,CA,5335.95,2017,5,25,4,0,0,0,0,0,0,0,0,0,0.811,0
30301-5-22-2018,13,30,1,0,0,0,0,0,0,0,0,0,0,Wet,West,3,Sacramento,Depot,CA,5335.95,2018,3,22,4,0,0,0,0,0,0,0,0,0,0.354,0
30303-5-4-2017,9,30,1,0,0,1,0,0,1,0,0,0,0,Dry,Northeast,3,New Jersey,Depot,NJ,2085.44,2017,5,4,1,0,0,0,0,0,0,0,0,0,0,0
30303-5-17-2017,10,13,1,0,0,1,0,0,1,0,0,0,0,Dry,Northeast,3,New Jersey,Depot,NJ,2085.44,2017,4,17,3,0,0,0,0,0,0,0,0,0,0.865,0
30303-5-24-2017,12,7,1,0,0,1,0,0,1,0,0,0,0,Dry,Northeast,3,New Jersey,Depot,NJ,2085.44,2017,4,24,4,0,0,0,0,0,0,0,0,0,0.728,0
30303-5-7-2018,11,30,1,0,0,1,0,0,1,0,0,0,0,Dry,Northeast,3,New Jersey,Depot,NJ,2085.44,2018,2,7,1,0,0,0,0,0,0,0,0,0,0,0
30303-5-18-2018,9,11,1,0,0,1,0,0,1,0,0,0,0,Dry,Northeast,3,New Jersey,Depot,NJ,2085.44,2018,6,18,3,0,0,0,0,0,0,0,0,0,0.85,0
30304-5-6-2017,10,30,2,1,17,0,2,2,0,2,0,2,0,Dry,West,3,Sacramento,Depot,CA,5335.95,2017,7,6,1,0,0,0,0,0,0,0,0,0,0,0
30304-5-16-2017,11,10,1,0,0,0,0,0,0,0,0,0,0,Dry,West,3,Sacramento,Depot,CA,5335.95,2017,3,16,3,0,0,0,0,0,0,0,0,0,0.51,0
30304-5-19-2017,16,3,1,0,0,0,0,0,0,0,0,0,0,Dry,West,3,Sacramento,Depot,CA,5335.95,2017,6,19,3,0,0,0,0,0,0,0,0,0,0.774,0
30304-5-25-2017,10,6,1,0,0,0,0,0,0,0,0,0,0,Dry,West,3,Sacramento,Depot,CA,5335.95,2017,5,25,4,0,0,0,0,0,0,0,0,0,0.811,0
30304-5-22-2018,13,30,1,0,0,0,0,0,0,0,0,0,0,Dry,West,3,Sacramento,Depot,CA,5335.95,2018,3,22,4,0,0,0,0,0,0,0,0,0,0.354,0
30308-5-1-2017,14,30,2,0,8,2,2,0,2,0,0,2,0,Standard,Southeast,2,Orlando,SE,FL,900.7854254,2017,2,1,1,0,0,0,0,0,0,0,0,0,0,0
30308-5-19-2017,12,18,0,1,6,1,0,0,0,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,900.7854254,2017,6,19,3,1878,1470,3481.333333,-0.577747989,1345.222222,0.092756257,0.937,0.883,0.976,0.059,1
30308-5-25-2017,15,6,2,0,0,1,0,0,2,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,900.7854254,2017,5,25,4,1060,852.6666667,2410,-0.646196404,1416.75,-0.39815305,0.941,0.625,0.956,0.045,1
30308-5-31-2017,16,6,1,0,0,0,0,0,0,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,900.7854254,2017,4,31,5,1296,1712.666667,1970,-0.130626058,1501.666667,0.140510544,0.934,0.944,0.912,0.857,0
30308-5-11-2018,13,30,1,0,0,0,0,0,0,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,900.7854254,2018,6,11,2,2278,2669.333333,0,0,800.8,2.333333333,0.88,0.934,0,0,0
30308-5-12-2018,10,1,0,0,1,1,0,0,0,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,900.7854254,2018,7,12,2,5950,2641.333333,787.3333333,2.354784081,935.0909091,1.824680796,0.865,0.938,0.876,0.563,0
30308-5-18-2018,12,6,1,0,0,1,0,0,1,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,900.7854254,2018,6,18,3,1056,1354.666667,3242.666667,-0.582236842,1416.352941,-0.043552898,0.945,0.828,0.965,0.086,1
30308-5-21-2018,10,3,0,0,5,1,0,0,0,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,900.7854254,2018,2,21,3,1456,2520.666667,1354.666667,0.860728346,1582,0.593341761,0.952,0.945,0.828,0.843,0
30308-5-24-2018,13,3,1,0,0,0,0,0,0,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,900.7854254,2018,5,24,4,2348,1326,2520.666667,-0.473948691,1548.608696,-0.143747543,0.943,0.839,0.945,0.189,1
30308-5-31-2018,14,7,1,0,0,0,0,0,0,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,900.7854254,2018,5,31,5,1978,703.3333333,3504.666667,-0.799315199,1686.333333,-0.582921526,0.946,0.794,0.969,0.106,0
30309-5-4-2017,12,30,2,0,4,1,2,0,2,0,0,2,0,Standard,Southeast,2,Orlando,Depot,FL,779.89,2017,5,4,1,0,0,0,0,0,0,0,0,0,0,0
30309-5-5-2017,11,1,1,0,0,1,0,0,1,0,0,0,0,Standard,Southeast,2,Orlando,Depot,FL,779.89,2017,6,5,1,0,0,0,0,0,0,0,0,0,0,0
30309-5-17-2017,9,12,2,1,2,1,2,2,2,2,2,2,2,Standard,Southeast,2,Orlando,Depot,FL,779.89,2017,4,17,3,0,0,0,0,0,0,0,0,0,0.865,0
30309-5-26-2017,13,9,1,0,0,1,0,0,1,0,0,0,0,Standard,Southeast,2,Orlando,Depot,FL,779.89,2017,6,26,4,0,0,0,0,0,0,0,0,0,0.777,0
30309-5-27-2017,8,1,2,0,4,1,2,0,2,0,0,2,0,Standard,Southeast,2,Orlando,Depot,FL,779.89,2017,7,27,4,0,0,0,0,0,0,0,0,0,0.479,0
30309-5-31-2017,9,4,1,0,0,1,0,0,1,0,0,0,0,Standard,Southeast,2,Orlando,Depot,FL,779.89,2017,4,31,5,0,0,0,0,0,0,0,0,0,0.906,0
30310-5-1-2017,16,30,1,0,0,1,0,0,1,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2017,2,1,1,0,0,0,0,0,0,0,0,0,0,0
30310-5-10-2017,13,9,2,0,11,0,2,0,0,0,0,2,0,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2017,4,10,2,2732,1852.666667,0,0,617.5555556,2,0.916,0.954,0,0,1
30310-5-16-2017,10,6,1,0,0,0,0,0,0,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2017,3,16,3,1304,5021.333333,2843.333333,0.766002345,1943.466667,1.583699232,0.98,0.984,0.96,0.946,0
30310-5-25-2017,12,9,2,1,3,1,2,2,2,2,2,2,2,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2017,5,25,4,862,746.28,3419.333333,-0.781746929,1905.285,-0.608310568,0.973,0.543,0.98,0.003,1
30310-5-27-2017,10,2,1,0,7,0,1,0,0,0,0,1,0,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2017,7,27,4,3220,823.6133333,1785.333333,-0.538678118,1831.186154,-0.550229598,0.963,0.53,0.939,0.035,1
30310-5-31-2017,16,4,1,0,0,0,0,0,0,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2017,4,31,5,2020,1422,1701.333333,-0.164184953,1836.561333,-0.22572692,0.966,0.932,0.857,0.839,0
30310-5-7-2018,11,30,1,0,5,1,1,0,1,0,0,1,0,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2018,2,7,1,0,0,0,0,0,0,0,0,0,0,0
30310-5-18-2018,12,11,1,0,0,1,0,0,1,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2018,6,18,3,1724,1148.666667,3072,-0.626085069,1218.588235,-0.057379159,0.899,0.725,0.961,0.048,1
30310-5-19-2018,10,1,2,0,6,0,2,0,0,0,0,2,0,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2018,7,19,3,5046,1566.666667,1630.666667,-0.039247751,1246.666667,0.256684492,0.89,0.866,0.874,0.476,1
30310-5-24-2018,12,5,1,0,0,1,0,0,1,0,0,0,0,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2018,5,24,4,1778,969.3333333,3326,-0.708558829,1460.956522,-0.336507748,0.93,0.671,0.978,0.013,1
30310-5-31-2018,13,7,1,0,1,1,1,0,1,0,0,1,0,Standard,Southeast,2,Orlando,SE,FL,682.7191944,2018,5,31,5,2860,291.3333333,2467.333333,-0.881923804,1455.2,-0.799798424,0.91,0.33,0.94,0.021,0
30312-5-2-2017,10,30,1,0,2,2,1,0,1,0,0,1,0,Standard,Southeast,3,Atlanta,SE,GA,1245.743699,2017,3,2,1,0,0,0,0,0,0,0,1,1,1,0
30312-5-9-2017,12,7,1,0,4,0,1,0,0,0,0,1,0,Standard,Southeast,3,Atlanta,SE,GA,1245.743699,2017,3,9,2,829,567,0,0,212.625,1.666666667,0.414,0.79,0,0,1
30312-5-15-2017,13,6,1,0,0,0,0,0,0,0,0,0,0,Standard,Southeast,3,Atlanta,SE,GA,1245.743699,2017,2,15,3,941,1641,1071,0.532212885,702.6428571,1.335468131,0.67,0.764,0.567,0.8,0
30312-5-19-2017,12,4,1,0,2,0,1,0,0,0,0,1,0,Standard,Southeast,3,Atlanta,SE,GA,1245.743699,2017,6,19,3,868,867,1436.333333,-0.39637967,743.2777778,0.166454892,0.65,0.592,0.743,0.254,0
